trip_id,driver_id,vehicle_id,source,destination,distance_km,load_kg,route,weather,traffic,fuel_used_l,co2_kg,fuel_cost,trip_date
T000967,D0224,V0069,Mandya,Hassan,50.3,3400,Fastest,Fog,Low,9.72,18.99,729.0,2026-02-10 07:00:00
T000968,D0422,V0142,Tumakuru,Hubballi,261.4,6178,Shortest,Cloudy,Low,21.66,3.2,194.94,2026-02-10 08:00:00
T000969,D0295,V0005,Mandya,Mysuru,298.7,1315,Fastest,Clear,High,56.42,8.81,507.78,2026-02-10 09:00:00
T000970,D0084,V0144,Mandya,Hassan,299.7,5875,Shortest,Cloudy,High,43.4,116.24,4123.0,2026-02-10 10:00:00
T000971,D0483,V0139,Belagavi,Mysuru,49.7,6613,Fastest,Clear,Medium,9.47,18.36,710.25,2026-02-10 11:00:00
T000972,D0045,V0081,Bengaluru,Mangaluru,78.7,3546,Eco,Clear,High,7.66,20.51,727.7,2026-02-10 12:00:00
T000973,D0161,V0175,Hassan,Bengaluru,30.8,740,Fastest,Fog,High,3.31,0.5,29.79,2026-02-10 13:00:00
T000974,D0304,V0143,Tumakuru,Mysuru,287.5,9889,Fastest,Fog,Medium,37.74,5.59,339.66,2026-02-10 14:00:00
T000975,D0104,V0080,Mysuru,Mangaluru,281.7,9321,Fastest,Cloudy,Medium,19.98,3.0,179.82,2026-02-10 15:00:00
T000976,D0498,V0187,Hubballi,Mysuru,245.9,6397,Eco,Rain,Low,19.85,3.0,178.65,2026-02-10 16:00:00
T000977,D0302,V0141,Tumakuru,Mangaluru,163.7,4088,Shortest,Fog,Low,26.3,49.19,1972.5,2026-02-10 17:00:00
T000978,D0469,V0036,Hubballi,Belagavi,319.6,9350,Fastest,Rain,Medium,48.62,112.03,5153.72,2026-02-10 18:00:00
T000979,D0094,V0187,Mangaluru,Bengaluru,140.2,659,Shortest,Cloudy,High,11.09,1.64,99.81,2026-02-10 19:00:00
T000980,D0399,V0130,Mysuru,Mandya,52.9,6855,Fastest,Clear,Medium,9.46,1.48,85.14,2026-02-10 20:00:00
T000981,D0162,V0069,Mandya,Mysuru,229.2,1862,Shortest,Rain,Low,42.17,79.98,3162.75,2026-02-10 21:00:00
T000982,D0471,V0013,Mangaluru,Belagavi,337.5,1793,Eco,Fog,High,52.48,124.98,5562.88,2026-02-10 22:00:00
T000983,D0392,V0114,Mangaluru,Bengaluru,164.6,3633,Fastest,Fog,Low,12.65,33.77,1201.75,2026-02-10 23:00:00
T000984,D0396,V0185,Mysuru,Bengaluru,23.2,699,Fastest,Cloudy,Medium,2.79,6.48,295.74,2026-02-11 00:00:00
T000985,D0335,V0087,Tumakuru,Bengaluru,43.8,3355,Shortest,Clear,Low,2.79,7.28,265.05,2026-02-11 01:00:00
T000986,D0010,V0102,Bengaluru,Mysuru,154.5,9858,Eco,Clear,High,38.71,88.62,4103.26,2026-02-11 02:00:00
T000987,D0456,V0056,Hassan,Tumakuru,185.3,3675,Shortest,Cloudy,High,24.39,65.64,2317.05,2026-02-11 03:00:00
T000988,D0038,V0127,Mandya,Hassan,128.3,3981,Eco,Rain,Low,12.1,23.72,907.5,2026-02-11 04:00:00
T000989,D0405,V0057,Mandya,Hubballi,332.5,5541,Eco,Cloudy,Low,49.26,7.42,443.34,2026-02-11 05:00:00
T000990,D0130,V0063,Bengaluru,Hubballi,272.2,728,Fastest,Fog,High,28.32,4.37,254.88,2026-02-11 06:00:00
T000991,D0439,V0145,Mangaluru,Hassan,130.2,3548,Fastest,Fog,Medium,18.61,50.51,1767.95,2026-02-11 07:00:00
T000992,D0182,V0134,Mandya,Belagavi,22.8,3556,Fastest,Fog,Medium,4.11,11.37,390.45,2026-02-11 08:00:00
T000993,D0097,V0111,Mangaluru,Belagavi,73.5,3256,Fastest,Clear,Low,8.85,20.42,938.1,2026-02-11 09:00:00
T000994,D0055,V0198,Belagavi,Mangaluru,21.4,2336,Shortest,Clear,Medium,3.39,8.21,359.34,2026-02-11 10:00:00
T000995,D0026,V0193,Belagavi,Mysuru,252.3,6065,Fastest,Clear,High,21.87,58.04,2077.65,2026-02-11 11:00:00
T000996,D0337,V0025,Belagavi,Mysuru,285.2,8919,Fastest,Rain,Low,23.48,3.47,211.32,2026-02-11 12:00:00
T000997,D0143,V0072,Hassan,Mysuru,238.6,8483,Eco,Rain,Low,22.67,51.1,2403.02,2026-02-11 13:00:00
T000998,D0019,V0163,Hassan,Hubballi,23.4,3905,Fastest,Clear,Low,2.13,5.97,202.35,2026-02-11 14:00:00
T000999,D0461,V0199,Mandya,Hubballi,309.0,2640,Shortest,Cloudy,Low,22.22,52.17,2355.32,2026-02-11 15:00:00
T001000,D0050,V0157,Hassan,Belagavi,165.2,9302,Fastest,Fog,High,18.7,2.79,168.3,2026-02-11 16:00:00
T001001,D0299,V0192,Mysuru,Tumakuru,118.5,9198,Fastest,Clear,Low,8.69,1.34,78.21,2026-02-11 17:00:00
T001002,D0215,V0125,Mandya,Mysuru,207.3,729,Shortest,Cloudy,Low,15.28,35.78,1619.68,2026-02-11 18:00:00
T001003,D0293,V0132,Bengaluru,Tumakuru,97.2,6950,Eco,Cloudy,Low,10.74,1.67,96.66,2026-02-11 19:00:00
T001004,D0005,V0078,Tumakuru,Mangaluru,274.2,6675,Fastest,Fog,Medium,28.29,52.09,2121.75,2026-02-11 20:00:00
T001005,D0285,V0179,Tumakuru,Mysuru,279.3,5752,Eco,Rain,High,26.12,60.02,2768.72,2026-02-11 21:00:00
T001006,D0160,V0183,Mysuru,Hubballi,225.5,1886,Shortest,Cloudy,High,46.08,6.85,414.72,2026-02-11 22:00:00
T001007,D0121,V0058,Belagavi,Mysuru,313.4,4522,Eco,Rain,High,54.71,140.84,5197.45,2026-02-11 23:00:00
T001008,D0200,V0177,Bengaluru,Hassan,343.4,9735,Shortest,Fog,High,57.97,158.65,5507.15,2026-02-12 00:00:00
T001009,D0242,V0070,Mangaluru,Mysuru,139.0,6939,Eco,Rain,High,39.52,74.68,2964.0,2026-02-12 01:00:00
T001010,D0171,V0159,Tumakuru,Mandya,27.3,5519,Shortest,Clear,High,3.31,7.76,350.86,2026-02-12 02:00:00
T001011,D0446,V0071,Belagavi,Mysuru,57.2,2739,Fastest,Clear,Medium,4.23,8.42,317.25,2026-02-12 03:00:00
T001012,D0155,V0199,Hassan,Mysuru,281.6,5689,Eco,Fog,Low,25.73,59.02,2727.38,2026-02-12 04:00:00
T001013,D0482,V0136,Bengaluru,Mysuru,196.3,6337,Fastest,Clear,Medium,17.91,2.66,161.19,2026-02-12 05:00:00
T001014,D0137,V0175,Tumakuru,Hubballi,315.8,8660,Fastest,Fog,Medium,34.19,5.14,307.71,2026-02-12 06:00:00
T001015,D0221,V0103,Mandya,Mysuru,318.6,5807,Eco,Cloudy,High,58.86,160.86,5591.7,2026-02-12 07:00:00
T001016,D0167,V0167,Mandya,Belagavi,165.0,9005,Shortest,Clear,Medium,31.71,72.42,3361.26,2026-02-12 08:00:00
T001017,D0218,V0007,Mandya,Hassan,172.8,5433,Fastest,Cloudy,Low,24.87,56.72,2636.22,2026-02-12 09:00:00
T001018,D0079,V0133,Hassan,Bengaluru,85.4,6902,Fastest,Rain,High,8.66,16.8,649.5,2026-02-12 10:00:00
T001019,D0076,V0044,Mangaluru,Tumakuru,136.2,2970,Shortest,Cloudy,Low,8.92,1.35,80.28,2026-02-12 11:00:00
T001020,D0116,V0034,Tumakuru,Mandya,301.4,4213,Eco,Cloudy,Medium,30.88,56.27,2316.0,2026-02-12 12:00:00
T001021,D0414,V0041,Mandya,Tumakuru,220.4,3775,Eco,Clear,High,27.12,61.11,2874.72,2026-02-12 13:00:00
T001022,D0391,V0068,Mandya,Hubballi,49.6,9251,Eco,Fog,High,8.45,20.11,895.7,2026-02-12 14:00:00
T001023,D0079,V0089,Mandya,Hubballi,187.8,9678,Shortest,Rain,Medium,23.01,3.48,207.09,2026-02-12 15:00:00
T001024,D0191,V0168,Hubballi,Bengaluru,144.4,1307,Eco,Rain,Low,16.38,37.26,1736.28,2026-02-12 16:00:00
T001025,D0424,V0061,Bengaluru,Hassan,151.0,603,Eco,Rain,Low,22.55,51.91,2390.3,2026-02-12 17:00:00
T001026,D0402,V0074,Mysuru,Mandya,275.7,7042,Fastest,Clear,High,26.55,50.46,1991.25,2026-02-12 18:00:00
T001027,D0045,V0110,Mangaluru,Mandya,207.7,4885,Fastest,Clear,Medium,25.86,70.32,2456.7,2026-02-12 19:00:00
T001028,D0255,V0092,Hubballi,Tumakuru,345.0,3528,Fastest,Fog,High,61.57,113.81,4617.75,2026-02-12 20:00:00
T001029,D0038,V0052,Belagavi,Bengaluru,64.9,9864,Fastest,Cloudy,Medium,13.09,29.73,1387.54,2026-02-12 21:00:00
T001030,D0041,V0155,Belagavi,Mysuru,44.5,3537,Fastest,Fog,Low,7.94,18.44,841.64,2026-02-12 22:00:00
T001031,D0351,V0147,Hubballi,Mandya,98.3,5558,Fastest,Cloudy,High,21.73,41.2,1629.75,2026-02-12 23:00:00
T001032,D0301,V0018,Mangaluru,Mysuru,96.9,6266,Fastest,Cloudy,Low,7.4,17.29,784.4,2026-02-13 00:00:00
T001033,D0157,V0080,Bengaluru,Mysuru,66.3,9425,Shortest,Fog,Medium,5.49,0.8,49.41,2026-02-13 01:00:00
T001034,D0017,V0006,Hubballi,Mandya,160.8,7163,Fastest,Rain,Medium,31.7,4.79,285.3,2026-02-13 02:00:00
T001035,D0292,V0179,Mandya,Tumakuru,165.7,6728,Fastest,Rain,Low,12.44,29.36,1318.64,2026-02-13 03:00:00
T001036,D0041,V0081,Mandya,Tumakuru,156.5,5251,Shortest,Rain,Low,13.94,37.72,1324.3,2026-02-13 04:00:00
T001037,D0114,V0079,Tumakuru,Mandya,268.7,4717,Fastest,Rain,High,26.71,4.02,240.39,2026-02-13 05:00:00
T001038,D0136,V0005,Tumakuru,Mandya,210.8,9115,Shortest,Rain,Medium,41.78,6.25,376.02,2026-02-13 06:00:00
T001039,D0128,V0041,Belagavi,Mangaluru,328.6,2197,Fastest,Rain,Low,36.67,83.29,3887.02,2026-02-13 07:00:00
T001040,D0323,V0182,Mangaluru,Mandya,316.7,7263,Eco,Cloudy,Medium,57.32,8.59,515.88,2026-02-13 08:00:00
T001041,D0028,V0008,Tumakuru,Hassan,326.5,2817,Shortest,Cloudy,High,25.76,70.78,2447.2,2026-02-13 09:00:00
T001042,D0173,V0161,Mangaluru,Tumakuru,253.3,8222,Fastest,Rain,High,36.61,69.39,2745.75,2026-02-13 10:00:00
T001043,D0044,V0019,Tumakuru,Mysuru,105.6,4150,Shortest,Fog,Low,17.8,46.86,1691.0,2026-02-13 11:00:00
T001044,D0136,V0105,Bengaluru,Belagavi,102.1,3906,Shortest,Rain,Low,7.94,1.18,71.46,2026-02-13 12:00:00
T001045,D0406,V0167,Hubballi,Belagavi,291.1,5641,Shortest,Clear,High,59.07,137.0,6261.42,2026-02-13 13:00:00
T001046,D0239,V0068,Mysuru,Hubballi,238.7,3585,Fastest,Rain,Low,26.21,60.09,2778.26,2026-02-13 14:00:00
T001047,D0447,V0193,Tumakuru,Hassan,149.0,3112,Fastest,Rain,High,12.62,34.15,1198.9,2026-02-13 15:00:00
T001048,D0102,V0065,Mysuru,Mandya,87.5,7189,Eco,Clear,Low,15.46,36.09,1638.76,2026-02-13 16:00:00
T001049,D0461,V0192,Mandya,Belagavi,177.9,1428,Fastest,Rain,Low,12.0,1.83,108.0,2026-02-13 17:00:00
T001050,D0066,V0139,Hassan,Mandya,256.5,5349,Eco,Cloudy,Low,46.37,90.61,3477.75,2026-02-13 18:00:00
T001051,D0339,V0140,Tumakuru,Bengaluru,310.8,8078,Shortest,Fog,Medium,55.2,150.88,5244.0,2026-02-13 19:00:00
T001052,D0026,V0099,Mysuru,Mangaluru,279.6,6394,Shortest,Cloudy,Medium,22.01,49.89,2333.06,2026-02-13 20:00:00
T001053,D0202,V0195,Mysuru,Mandya,71.3,9245,Eco,Rain,Medium,8.95,1.32,80.55,2026-02-13 21:00:00
T001054,D0062,V0136,Mysuru,Belagavi,81.5,8002,Shortest,Clear,Low,7.95,1.19,71.55,2026-02-13 22:00:00
T001055,D0019,V0162,Belagavi,Hubballi,36.3,4195,Shortest,Rain,High,7.85,1.17,70.65,2026-02-13 23:00:00
T001056,D0384,V0066,Mysuru,Tumakuru,53.7,4592,Fastest,Fog,Medium,5.53,0.81,49.77,2026-02-14 00:00:00
T001057,D0466,V0050,Mangaluru,Hubballi,287.6,524,Shortest,Fog,Low,20.96,39.47,1572.0,2026-02-14 01:00:00
T001058,D0238,V0006,Belagavi,Tumakuru,217.7,3223,Fastest,Clear,Medium,36.41,5.41,327.69,2026-02-14 02:00:00
T001059,D0325,V0169,Belagavi,Mandya,225.9,3927,Fastest,Fog,Medium,20.06,2.97,180.54,2026-02-14 03:00:00
T001060,D0042,V0103,Mandya,Mysuru,321.0,6222,Shortest,Clear,Medium,54.46,145.03,5173.7,2026-02-14 04:00:00
T001061,D0022,V0039,Mysuru,Hassan,324.9,5705,Eco,Fog,Low,37.21,72.37,2790.75,2026-02-14 05:00:00
T001062,D0039,V0086,Tumakuru,Hubballi,272.1,4746,Shortest,Fog,Medium,33.14,63.22,2485.5,2026-02-14 06:00:00
T001063,D0439,V0041,Bengaluru,Mysuru,110.0,1552,Shortest,Cloudy,High,13.09,31.73,1387.54,2026-02-14 07:00:00
T001064,D0214,V0138,Mysuru,Hubballi,142.9,8683,Eco,Fog,High,33.42,5.03,300.78,2026-02-14 08:00:00
T001065,D0407,V0100,Tumakuru,Mandya,267.5,3410,Shortest,Clear,Low,18.85,35.61,1413.75,2026-02-14 09:00:00
T001066,D0160,V0199,Hubballi,Mangaluru,152.6,2445,Shortest,Fog,High,15.1,34.88,1600.6,2026-02-14 10:00:00
T001067,D0146,V0042,Mandya,Bengaluru,83.8,4644,Shortest,Clear,Low,9.47,25.51,899.65,2026-02-14 11:00:00
T001068,D0354,V0135,Belagavi,Mysuru,292.4,2081,Shortest,Rain,High,44.55,120.43,4232.25,2026-02-14 12:00:00
T001069,D0083,V0139,Mandya,Hubballi,20.7,6015,Fastest,Cloudy,High,4.82,9.54,361.5,2026-02-14 13:00:00
T001070,D0432,V0158,Hassan,Mangaluru,254.2,3300,Shortest,Cloudy,Medium,18.11,33.83,1358.25,2026-02-14 14:00:00
T001071,D0313,V0099,Hubballi,Mysuru,303.1,3839,Fastest,Cloudy,High,25.77,60.55,2731.62,2026-02-14 15:00:00
T001072,D0157,V0199,Hubballi,Mysuru,151.2,2280,Fastest,Fog,High,14.29,33.15,1514.74,2026-02-14 16:00:00
T001073,D0245,V0084,Hassan,Mandya,316.2,824,Eco,Clear,High,28.86,74.91,2741.7,2026-02-14 17:00:00
T001074,D0066,V0120,Mysuru,Belagavi,235.9,7784,Eco,Clear,High,21.63,58.86,2054.85,2026-02-14 18:00:00
T001075,D0377,V0173,Hassan,Mangaluru,248.6,772,Shortest,Fog,Low,29.34,57.16,2200.5,2026-02-14 19:00:00
T001076,D0158,V0158,Mangaluru,Tumakuru,293.7,8810,Shortest,Fog,Low,24.08,44.97,1806.0,2026-02-14 20:00:00
T001077,D0138,V0161,Belagavi,Mangaluru,118.3,8285,Fastest,Clear,Medium,13.9,26.41,1042.5,2026-02-14 21:00:00
T001078,D0317,V0147,Belagavi,Mandya,246.4,5156,Eco,Rain,High,61.65,113.09,4623.75,2026-02-14 22:00:00
T001079,D0298,V0138,Belagavi,Tumakuru,331.4,9236,Fastest,Fog,High,73.05,10.68,657.45,2026-02-14 23:00:00
T001080,D0205,V0036,Hubballi,Bengaluru,127.8,8015,Fastest,Clear,Low,17.31,40.82,1834.86,2026-02-15 00:00:00
T001081,D0412,V0011,Mangaluru,Tumakuru,54.4,5904,Eco,Cloudy,High,6.7,12.61,502.5,2026-02-15 01:00:00
T001082,D0077,V0115,Mysuru,Mangaluru,134.7,6571,Fastest,Cloudy,Low,15.04,2.21,135.36,2026-02-15 02:00:00
T001083,D0150,V0025,Mangaluru,Hubballi,87.1,9641,Eco,Rain,Medium,7.82,1.18,70.38,2026-02-15 03:00:00
T001084,D0213,V0165,Belagavi,Mangaluru,321.0,1072,Fastest,Fog,Low,38.95,89.03,4128.7,2026-02-15 04:00:00
T001085,D0141,V0171,Tumakuru,Mysuru,218.5,6118,Eco,Fog,Medium,33.82,63.65,2536.5,2026-02-15 05:00:00
T001086,D0071,V0081,Mandya,Bengaluru,126.8,7470,Fastest,Fog,Medium,12.78,34.76,1214.1,2026-02-15 06:00:00
T001087,D0156,V0139,Belagavi,Hubballi,29.7,5227,Shortest,Fog,Medium,6.16,11.43,462.0,2026-02-15 07:00:00
T001088,D0374,V0090,Bengaluru,Tumakuru,294.0,4074,Fastest,Rain,Medium,21.17,48.02,2244.02,2026-02-15 08:00:00
T001089,D0473,V0200,Mysuru,Belagavi,42.4,2845,Shortest,Fog,Low,3.76,10.11,357.2,2026-02-15 09:00:00
T001090,D0349,V0089,Mangaluru,Tumakuru,127.2,2792,Shortest,Rain,Low,12.7,1.94,114.3,2026-02-15 10:00:00
T001091,D0048,V0067,Bengaluru,Mangaluru,301.1,7843,Eco,Rain,High,25.49,60.34,2701.94,2026-02-15 11:00:00
T001092,D0298,V0077,Tumakuru,Bengaluru,295.0,9856,Eco,Clear,Medium,24.9,46.68,1867.5,2026-02-15 12:00:00
T001093,D0353,V0052,Hassan,Mysuru,61.2,4426,Shortest,Clear,Low,10.45,24.59,1107.7,2026-02-15 13:00:00
T001094,D0005,V0074,Mysuru,Hassan,282.2,9590,Eco,Fog,Low,26.8,50.12,2010.0,2026-02-15 14:00:00
T001095,D0263,V0145,Hassan,Mandya,260.5,2259,Eco,Clear,Low,25.92,72.0,2462.4,2026-02-15 15:00:00
T001096,D0115,V0054,Mandya,Mangaluru,287.0,6988,Fastest,Clear,Medium,27.44,50.95,2058.0,2026-02-15 16:00:00
T001097,D0117,V0148,Bengaluru,Hubballi,32.2,777,Shortest,Rain,Medium,2.68,6.36,284.08,2026-02-15 17:00:00
T001098,D0481,V0132,Tumakuru,Mandya,76.2,8965,Eco,Rain,High,11.47,1.7,103.23,2026-02-15 18:00:00
T001099,D0065,V0133,Mangaluru,Belagavi,275.8,2321,Shortest,Rain,High,27.34,54.04,2050.5,2026-02-15 19:00:00
T001100,D0008,V0085,Hassan,Hubballi,220.8,9169,Eco,Clear,Medium,20.76,48.52,2200.56,2026-02-15 20:00:00
T001101,D0094,V0186,Mandya,Mangaluru,348.3,4065,Shortest,Clear,Low,27.44,51.08,2058.0,2026-02-15 21:00:00
T001102,D0378,V0159,Mysuru,Hassan,331.9,9885,Shortest,Clear,Low,36.29,82.95,3846.74,2026-02-15 22:00:00
T001103,D0322,V0169,Hubballi,Tumakuru,88.5,5629,Shortest,Rain,Low,7.14,1.09,64.26,2026-02-15 23:00:00
T001104,D0295,V0062,Hassan,Mysuru,242.2,1807,Fastest,Clear,Low,15.83,2.42,142.47,2026-02-16 00:00:00
T001105,D0409,V0026,Hubballi,Bengaluru,209.4,8729,Shortest,Rain,High,18.14,2.72,163.26,2026-02-16 01:00:00
T001106,D0388,V0103,Mangaluru,Hubballi,282.4,2791,Eco,Cloudy,Medium,49.89,133.82,4739.55,2026-02-16 02:00:00
T001107,D0047,V0094,Bengaluru,Hubballi,22.3,5282,Eco,Rain,Medium,2.92,7.94,277.4,2026-02-16 03:00:00
T001108,D0069,V0131,Mysuru,Bengaluru,145.3,4431,Eco,Clear,High,13.41,36.03,1273.95,2026-02-16 04:00:00
T001109,D0036,V0181,Hassan,Mandya,78.4,7253,Fastest,Rain,Medium,6.69,12.38,501.75,2026-02-16 05:00:00
T001110,D0020,V0049,Tumakuru,Hassan,293.3,9678,Shortest,Rain,Low,35.16,79.9,3726.96,2026-02-16 06:00:00
T001111,D0271,V0194,Mysuru,Hassan,229.1,9986,Fastest,Fog,Low,20.55,39.23,1541.25,2026-02-16 07:00:00
T001112,D0261,V0117,Bengaluru,Mangaluru,77.3,4917,Eco,Rain,High,12.02,33.0,1141.9,2026-02-16 08:00:00
T001113,D0329,V0109,Mandya,Belagavi,182.0,9557,Shortest,Cloudy,Low,14.93,2.31,134.37,2026-02-16 09:00:00
T001114,D0383,V0092,Mysuru,Mangaluru,182.8,8888,Fastest,Fog,High,36.0,69.47,2700.0,2026-02-16 10:00:00
T001115,D0263,V0164,Bengaluru,Mangaluru,321.3,7367,Fastest,Rain,Low,34.25,5.17,308.25,2026-02-16 11:00:00
T001116,D0335,V0092,Mandya,Belagavi,307.1,7876,Eco,Clear,High,50.95,98.25,3821.25,2026-02-16 12:00:00
T001117,D0431,V0142,Tumakuru,Bengaluru,206.5,1733,Fastest,Rain,Low,17.14,2.54,154.26,2026-02-16 13:00:00
T001118,D0382,V0100,Belagavi,Bengaluru,213.8,4690,Shortest,Fog,Low,18.89,35.78,1416.75,2026-02-16 14:00:00
T001119,D0099,V0079,Hassan,Mysuru,158.3,6768,Shortest,Clear,Low,11.33,1.67,101.97,2026-02-16 15:00:00
T001120,D0201,V0107,Bengaluru,Mandya,277.1,2720,Fastest,Rain,Low,31.94,59.17,2395.5,2026-02-16 16:00:00
T001121,D0409,V0119,Bengaluru,Mysuru,183.3,4042,Shortest,Clear,Low,14.49,39.09,1376.55,2026-02-16 17:00:00
T001122,D0200,V0127,Hubballi,Tumakuru,33.6,2835,Fastest,Clear,High,3.35,6.39,251.25,2026-02-16 18:00:00
T001123,D0233,V0066,Mandya,Mangaluru,286.6,5519,Fastest,Fog,Low,25.34,3.85,228.06,2026-02-16 19:00:00
T001124,D0073,V0188,Hubballi,Bengaluru,67.5,778,Shortest,Rain,Low,4.75,11.09,503.5,2026-02-16 20:00:00
T001125,D0041,V0167,Mangaluru,Mandya,51.1,8128,Shortest,Fog,Medium,11.73,27.23,1243.38,2026-02-16 21:00:00
T001126,D0342,V0029,Mangaluru,Bengaluru,146.1,5737,Shortest,Clear,High,12.2,1.85,109.8,2026-02-16 22:00:00
T001127,D0110,V0119,Hubballi,Mandya,178.1,6715,Fastest,Fog,Low,17.42,46.65,1654.9,2026-02-16 23:00:00
T001128,D0434,V0146,Mysuru,Mangaluru,56.1,2640,Fastest,Rain,High,6.08,0.92,54.72,2026-02-17 00:00:00
T001129,D0118,V0072,Hubballi,Tumakuru,337.4,9352,Eco,Cloudy,Medium,31.48,71.66,3336.88,2026-02-17 01:00:00
T001130,D0103,V0191,Mandya,Mysuru,255.8,8555,Shortest,Clear,Low,41.59,79.61,3119.25,2026-02-17 02:00:00
T001131,D0366,V0104,Bengaluru,Mysuru,201.0,7929,Fastest,Rain,High,26.52,4.03,238.68,2026-02-17 03:00:00
T001132,D0291,V0193,Bengaluru,Mysuru,211.3,2994,Fastest,Clear,Medium,14.46,38.23,1373.7,2026-02-17 04:00:00
T001133,D0432,V0022,Hubballi,Bengaluru,198.8,9472,Eco,Rain,High,24.08,64.6,2287.6,2026-02-17 05:00:00
T001134,D0043,V0025,Hubballi,Bengaluru,313.8,9075,Fastest,Cloudy,Medium,27.12,4.02,244.08,2026-02-17 06:00:00
T001135,D0007,V0018,Tumakuru,Mysuru,341.0,6447,Fastest,Rain,High,33.74,77.12,3576.44,2026-02-17 07:00:00
T001136,D0227,V0038,Tumakuru,Mangaluru,313.9,1379,Fastest,Fog,Medium,32.49,85.11,3086.55,2026-02-17 08:00:00
T001137,D0229,V0153,Mysuru,Hubballi,187.3,5234,Fastest,Cloudy,High,15.81,37.45,1675.86,2026-02-17 09:00:00
T001138,D0160,V0041,Mandya,Tumakuru,95.0,4141,Eco,Cloudy,Medium,10.67,25.17,1131.02,2026-02-17 10:00:00
T001139,D0499,V0084,Mysuru,Hubballi,158.2,6168,Shortest,Cloudy,High,16.27,44.07,1545.65,2026-02-17 11:00:00
T001140,D0288,V0063,Bengaluru,Hassan,160.7,9058,Fastest,Clear,Low,13.95,2.18,125.55,2026-02-17 12:00:00
T001141,D0367,V0096,Hubballi,Bengaluru,135.8,688,Eco,Rain,High,13.04,34.81,1238.8,2026-02-17 13:00:00
T001142,D0113,V0163,Tumakuru,Hubballi,78.6,5412,Eco,Fog,Medium,8.27,23.51,785.65,2026-02-17 14:00:00
T001143,D0180,V0143,Hassan,Hubballi,122.0,7411,Fastest,Rain,Low,12.49,1.86,112.41,2026-02-17 15:00:00
T001144,D0415,V0100,Hubballi,Hassan,345.7,6252,Shortest,Fog,High,36.98,70.62,2773.5,2026-02-17 16:00:00
T001145,D0082,V0149,Tumakuru,Belagavi,225.8,1484,Shortest,Clear,High,42.25,79.64,3168.75,2026-02-17 17:00:00
T001146,D0372,V0108,Mangaluru,Belagavi,109.7,6699,Shortest,Clear,Medium,8.65,1.31,77.85,2026-02-17 18:00:00
T001147,D0338,V0177,Mandya,Hassan,104.7,5028,Eco,Clear,Medium,13.78,37.55,1309.1,2026-02-17 19:00:00
T001148,D0158,V0058,Mysuru,Mangaluru,68.4,6027,Shortest,Fog,Low,9.94,26.58,944.3,2026-02-17 20:00:00
T001149,D0178,V0026,Hubballi,Tumakuru,27.7,2150,Fastest,Rain,Low,1.89,0.29,17.01,2026-02-17 21:00:00
T001150,D0313,V0191,Hassan,Belagavi,29.7,9148,Eco,Clear,Medium,5.97,11.4,447.75,2026-02-17 22:00:00
T001151,D0424,V0152,Mandya,Bengaluru,349.8,1310,Fastest,Fog,High,36.2,69.15,2715.0,2026-02-17 23:00:00
T001152,D0400,V0192,Belagavi,Mangaluru,52.6,2219,Shortest,Fog,Low,4.21,0.62,37.89,2026-02-18 00:00:00
T001153,D0472,V0003,Tumakuru,Belagavi,342.8,2473,Fastest,Rain,Medium,33.89,91.59,3219.55,2026-02-18 01:00:00
T001154,D0390,V0015,Belagavi,Tumakuru,265.7,4214,Eco,Fog,High,65.46,124.04,4909.5,2026-02-18 02:00:00
T001155,D0247,V0126,Mandya,Mysuru,314.9,2476,Shortest,Fog,Medium,27.15,50.96,2036.25,2026-02-18 03:00:00
T001156,D0444,V0129,Bengaluru,Hubballi,258.5,1015,Fastest,Rain,Medium,31.97,59.8,2397.75,2026-02-18 04:00:00
T001157,D0343,V0196,Mandya,Belagavi,60.1,6765,Shortest,Fog,High,10.2,28.8,969.0,2026-02-18 05:00:00
T001158,D0384,V0037,Hubballi,Tumakuru,247.7,1965,Eco,Rain,High,45.55,121.43,4327.25,2026-02-18 06:00:00
T001159,D0145,V0055,Mangaluru,Bengaluru,343.1,2343,Shortest,Rain,Low,41.64,108.34,3955.8,2026-02-18 07:00:00
T001160,D0162,V0059,Tumakuru,Bengaluru,263.7,1267,Fastest,Clear,Low,25.1,47.02,1882.5,2026-02-18 08:00:00
T001161,D0159,V0141,Hassan,Mysuru,240.4,1986,Fastest,Rain,Low,29.77,56.5,2232.75,2026-02-18 09:00:00
T001162,D0173,V0083,Hubballi,Belagavi,336.5,2321,Fastest,Cloudy,High,61.55,118.22,4616.25,2026-02-18 10:00:00
T001163,D0438,V0164,Belagavi,Tumakuru,52.5,1247,Shortest,Cloudy,Medium,5.04,0.76,45.36,2026-02-18 11:00:00
T001164,D0019,V0092,Mangaluru,Belagavi,112.5,1559,Eco,Fog,Low,14.88,28.65,1116.0,2026-02-18 12:00:00
T001165,D0163,V0079,Hassan,Tumakuru,239.3,4239,Shortest,Clear,Medium,17.58,2.6,158.22,2026-02-18 13:00:00
T001166,D0395,V0193,Mandya,Tumakuru,36.4,6962,Shortest,Rain,Medium,3.03,8.18,287.85,2026-02-18 14:00:00
T001167,D0106,V0037,Tumakuru,Mysuru,23.4,8335,Fastest,Fog,High,5.26,13.85,499.7,2026-02-18 15:00:00
T001168,D0259,V0122,Mangaluru,Tumakuru,61.4,1353,Eco,Fog,High,8.81,23.32,836.95,2026-02-18 16:00:00
